Number of unique subjects: 627259,Count,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32],[33],[34],[35],[36],[37],[38],[39],[40],[41],[42],[43],[44],[45],[46],[47],[48],[49],[50],[51],[52],[53],[54],[55],[56],[57],[58],[59],[60],[61],[62],[63],[64],[65],[66],[67],[68],[69],[70],[71],[72],[73],[74],[75],[76],[77],[78],[79],[80],[81],[82],[83],[84],[85],[86],[87],[88],[89],[90],[91],[92],[93],[94],[95],[96],[97],[98],[99],[100],[101],[102],[103],[104],[105],[106],[107],[108],[109],[110],[111],[112],[113],[114],[115],[116],[117],[118],[119],[120],[121],[122],[123],[124],[125],[126],[127],[128],[129],[130],[131],[132],[133],[134],[135],[136],[137],[138],[139],[140],[141],[142],[143],[144],[145],[146],[147],[148],[149],[150],[151],[152],[153],[154],[155],[156],[157],[158],[159],[160],[161],[162],[163],[164],[165],[166],[167],[168],[169],[170],[171],[172],[173],[174],[175],[176],[177],[178],[179],[180],[181],[182],[183],[184],[185],[186],[187],[188],[189],[190],[191],[192]
[85] http://education.data.gov.uk/def/school/eaz,1390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,169,1390,1390,1390,22,9,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1390,1,0,0,0,0,1390,1390,199,1390,0,0,183,1307,0,18,0,0,0,1079,254,1387,1390,85,1389,1318,2,0,283,609,0,302,31,0,0,1390,1179,20,74,1291,1389,1390,1390,1389,1,0,0,0,0,0,0,0,0,0,19,19,1390,1390,1389,1390,474,0,0,0,0,0,0,1390,1390,0,1389,1389,0,0,0,0,0
[86] http://education.data.gov.uk/def/school/edByOther,554,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,554,554,554,0,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,539,545,0,0,0,0,554,554,0,554,0,0,0,379,0,7,0,0,0,51,65,455,533,411,551,1,445,0,44,76,0,143,281,0,0,516,74,0,7,62,264,547,548,264,80,0,0,0,0,0,0,0,0,0,0,0,554,554,551,554,27,0,0,0,0,0,0,554,554,0,530,530,0,0,0,0,0
[87] http://education.data.gov.uk/def/school/eiCActionZone,1105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1105,1105,1105,5,6,1,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1105,3,0,0,0,0,1105,1105,153,1105,0,0,118,1014,0,13,0,0,0,894,174,1101,1105,92,1104,1059,1,0,71,220,0,194,38,0,1,1105,987,13,43,989,1102,1105,1105,1102,0,0,0,0,1,0,1,0,0,0,3,4,1105,1105,1104,1105,329,0,0,0,0,0,0,1105,1105,0,1105,1105,0,0,0,0,0
[88] http://education.data.gov.uk/def/school/establishmentName,66653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38020,66653,215,57,425,34640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,64028,563,905,2359,165,2446,66653,66653,1420,66653,895,2357,3144,32479,2432,1273,0,0,0,23384,4707,25996,64195,12040,63664,29806,470,0,6337,12326,2521,3953,8746,0,22644,51105,25193,570,2059,27207,58041,34279,34230,55941,81,0,0,0,2865,0,2803,0,0,0,163,165,66653,66653,63800,65528,12021,0,0,0,0,0,0,66653,66653,0,64115,64115,0,0,0,0,0
[89] http://education.data.gov.uk/def/school/establishmentNumber,38020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38020,215,57,425,34391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,35515,563,905,2359,165,2446,38020,38020,1420,38020,895,2357,3144,32337,2432,1272,0,0,0,23320,4703,25993,35697,6277,36153,29801,470,0,6337,12324,2521,3886,3092,0,21,33428,25165,570,2059,27157,35314,34225,34211,33214,81,0,0,0,2865,0,2803,0,0,0,163,165,38020,38020,36289,36972,11870,0,0,0,0,0,0,38020,38020,0,35943,35943,0,0,0,0,0
[90] http://education.data.gov.uk/def/school/establishmentStatus,66655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215,57,425,34640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,64030,563,905,2359,165,2446,66655,66655,1420,66655,895,2357,3144,32479,2432,1273,0,0,0,23384,4707,25996,64197,12040,63664,29806,470,0,6337,12326,2521,3953,8746,0,22646,51105,25193,570,2059,27207,58043,34279,34230,55943,81,0,0,0,2865,0,2803,0,0,0,163,165,66655,66655,63800,65528,12021,0,0,0,0,0,0,66655,66653,0,64115,64115,0,0,0,0,0
[91] http://education.data.gov.uk/def/school/federation,215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,1,1,0,3,215,215,48,215,1,1,135,198,2,4,0,0,0,57,138,210,213,12,214,188,0,0,66,126,3,22,4,0,0,213,195,27,23,207,212,215,215,212,0,0,0,0,4,0,3,0,0,0,8,8,215,215,214,215,141,0,0,0,0,0,0,215,215,0,213,213,0,0,0,0,0
[92] http://education.data.gov.uk/def/school/freshStart,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1,0,0,0,0,57,57,18,57,0,0,14,37,0,17,0,0,0,30,28,47,57,55,57,55,1,0,0,1,0,10,41,0,0,57,55,1,1,10,32,57,57,32,0,0,0,0,0,0,0,0,0,0,3,3,57,57,57,57,18,0,0,0,0,0,0,57,57,0,57,57,0,0,0,0,0
[93] http://education.data.gov.uk/def/school/furtherEducationType,425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,425,425,0,425,0,0,0,409,0,21,0,0,0,2,1,30,424,16,425,423,0,0,83,155,0,42,9,0,0,418,2,0,3,1,417,425,425,417,0,0,0,0,0,0,0,0,0,0,0,0,425,425,425,425,76,0,0,0,0,0,0,425,425,0,424,424,0,0,0,0,0
[94] http://education.data.gov.uk/def/school/gender,34640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,32949,516,905,2359,165,2446,34640,34640,1420,34640,895,2357,3144,31097,2432,1268,0,0,0,23369,4484,25963,34409,6175,33900,27052,426,0,6333,12317,2521,3851,3014,0,31,32080,25136,570,2055,27101,31933,34148,34099,31853,76,0,0,0,2864,0,2802,0,0,0,163,165,34640,34640,34035,34616,11993,0,0,0,0,0,0,34640,34640,0,33731,33731,0,0,0,0,0
[95] http://education.data.gov.uk/def/school/girls10,64065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63057,63419,63347,63312,63337,63259,63646,62558,63649,63136,63259,58681,54255,56494,62684,62781,62787,62909,63018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63709,63528,63781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,2381,1150,0,1913,0,2167,2156,0,0,0,0,0,0,0,0,24182,0,0,0,0,0,64065,0,0,0,0,0,0,0,0,0
[96] http://education.data.gov.uk/def/school/girls11,64753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64245,64139,64116,64102,64052,64378,63229,64313,63788,63860,58692,54464,56568,62686,62781,62787,62917,63045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64392,64196,64466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2427,2425,1189,0,1976,0,2222,2212,0,0,0,0,0,0,0,0,24868,0,0,0,0,0,64753,0,0,0,0,0,0,0,0,0
[97] http://education.data.gov.uk/def/school/girls12,65183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64644,64598,64589,64485,64819,63680,64754,64177,64271,58987,54663,56808,63059,63172,63160,63296,63426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64830,64645,64901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462,2461,1200,0,2014,0,2257,2249,0,0,0,0,0,0,0,0,25279,0,0,0,0,0,65183,0,0,0,0,0,0,0,0,0
[98] http://education.data.gov.uk/def/school/girls13,65117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64622,64579,64419,64753,63601,64686,64100,64189,58903,54568,56722,62980,63086,63062,63209,63334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64778,64645,64850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,2459,1194,0,2028,0,2259,2249,0,0,0,0,0,0,0,0,25225,0,0,0,0,0,65117,0,0,0,0,0,0,0,0,0
[99] http://education.data.gov.uk/def/school/girls14,65133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64665,64446,64761,63625,64705,64100,64194,58910,54560,56724,62993,63084,63068,63198,63321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64806,64680,64875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,2457,1182,0,2038,0,2260,2251,0,0,0,0,0,0,0,0,25253,0,0,0,0,0,65133,0,0,0,0,0,0,0,0,0
[100] http://education.data.gov.uk/def/school/girls15,65156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64472,64807,63655,64733,64123,64211,58926,54571,56720,62998,63096,63074,63203,63331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64837,64760,64916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,2434,1175,0,2034,0,2247,2239,0,0,0,0,0,0,0,0,25279,0,0,0,0,0,65156,0,0,0,0,0,0,0,0,0
[101] http://education.data.gov.uk/def/school/girls16,65155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64844,63684,64730,64140,64206,58937,54600,56752,63001,63070,63037,63162,63267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64805,64605,64884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2491,2490,1268,0,2045,0,2296,2286,0,0,0,0,0,0,0,0,25231,0,0,0,0,0,65155,0,0,0,0,0,0,0,0,0
[102] http://education.data.gov.uk/def/school/girls17,65590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64180,65170,64558,64623,59341,55004,57147,63384,63466,63422,63554,63654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65221,65018,65306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632,2631,1327,0,2154,0,2424,2414,0,0,0,0,0,0,0,0,25639,0,0,0,0,0,65590,0,0,0,0,0,0,0,0,0
[103] http://education.data.gov.uk/def/school/girls18,64463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64232,63464,63509,58279,53970,56079,62253,62340,62312,62415,62518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64098,63873,64174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,2425,1317,0,1951,0,2224,2214,0,0,0,0,0,0,0,0,24521,0,0,0,0,0,64463,0,0,0,0,0,0,0,0,0
[104] http://education.data.gov.uk/def/school/girls19plus,65773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64725,64755,59456,55153,57255,63415,63478,63444,63543,63640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65403,65176,65485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,2659,1357,0,2147,0,2423,2413,0,0,0,0,0,0,0,0,25793,0,0,0,0,0,65773,0,0,0,0,0,0,0,0,0
[105] http://education.data.gov.uk/def/school/girls2andUnder,65154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64370,59238,55077,57103,62991,63035,63000,63072,63162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64793,64565,64867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,2359,1176,0,1845,0,2112,2102,0,0,0,0,0,0,0,0,25313,0,0,0,0,0,65154,0,0,0,0,0,0,0,0,0
[106] http://education.data.gov.uk/def/school/girls3,65190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59235,55010,57086,63089,63169,63123,63203,63293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64837,64632,64915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,2496,1220,0,1989,0,2256,2246,0,0,0,0,0,0,0,0,25272,0,0,0,0,0,65190,0,0,0,0,0,0,0,0,0
[107] http://education.data.gov.uk/def/school/girls4a,59878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53418,55189,58890,58884,58748,58794,58793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59522,59294,59594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,2053,1034,0,1558,0,1812,1802,0,0,0,0,0,0,0,0,20103,0,0,0,0,0,59878,0,0,0,0,0,0,0,0,0
[108] http://education.data.gov.uk/def/school/girls4b,55567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52678,54417,54375,54275,54312,54336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55209,54977,55279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,1906,984,0,1407,0,1664,1654,0,0,0,0,0,0,0,0,15848,0,0,0,0,0,55567,0,0,0,0,0,0,0,0,0
[109] http://education.data.gov.uk/def/school/girls4c,57669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56724,56674,56582,56598,56590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57315,57084,57383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,1916,971,0,1428,0,1682,1672,0,0,0,0,0,0,0,0,17920,0,0,0,0,0,57669,0,0,0,0,0,0,0,0,0
[110] http://education.data.gov.uk/def/school/girls5,63840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62810,62720,62783,62793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63473,63262,63553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,2364,1132,0,1866,0,2126,2116,0,0,0,0,0,0,0,0,23968,0,0,0,0,0,63840,0,0,0,0,0,0,0,0,0
[111] http://education.data.gov.uk/def/school/girls6,63909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62793,62881,62878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63550,63326,63622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,2396,1147,0,1907,0,2158,2149,0,0,0,0,0,0,0,0,24046,0,0,0,0,0,63909,0,0,0,0,0,0,0,0,0
[112] http://education.data.gov.uk/def/school/girls7,63877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62849,62882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63510,63305,63588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396,2395,1150,0,1911,0,2168,2159,0,0,0,0,0,0,0,0,24030,0,0,0,0,0,63877,0,0,0,0,0,0,0,0,0
[113] http://education.data.gov.uk/def/school/girls8,63974,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63615,63416,63688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,2392,1147,0,1914,0,2166,2157,0,0,0,0,0,0,0,0,24113,0,0,0,0,0,63974,0,0,0,0,0,0,0,0,0
[114] http://education.data.gov.uk/def/school/girls9,64074,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63714,63521,63790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,2428,1161,0,1941,0,2199,2189,0,0,0,0,0,0,0,0,24201,0,0,0,0,0,64074,0,0,0,0,0,0,0,0,0
